3401,呉,10220,,10225,,10174,,10140,,10141,,10095,,,,,,,,,,,,,,,呉,,
3402,徳山,10226,,10225,,10175,,10138,,10140,,10093,,,,,,,,,,,,,,,山口,,
3504,博多,10228,,10222,,10177,,10135,,10137,,10089,,,,,,,,,,,,,,,福岡,,
3406,大分,10224,,10222,,10175,,10139,,10140,,10094,,,,,,,,,,,,,,,大分,,
3503,厳原,10230,,10227,,10178,,10139,,10138,,10088,,,,,,,,,,,,,,,厳原,,
3502,佐世保,10229,,10217,,10178,,10133,,10135,,10090,,,,,,,,,,,,,,,佐世保,,
3404,大泊,10220,,10206,,10174,,10128,,10133,,10093,,,,,,,,,,,,,,,枕崎,,
3405,西之表,10214,,10204,,10171,,10128,,10133,,10095,,,,,,,,,,,,,,,種子島,,
3501,名瀬,10217,,10205,,10177,,10125,,10127,,10099,,,,,,,,,,,,,,,名瀬,,
3603,竜飛,10160,,10214,,10136,,10150,,10123,,10090,,,,,,,,,,,,,,,青森,,
3505,中之島,10214,,10204,,10171,,10128,,10133,,10095,,,,,,,,,,,,,,,種子島,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地震研究所,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4301,鋸山,10163,,10198,,10132,,10143,,10140,,10098,,,,,,,,,,,,,,,館山,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,港湾空港技術研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4302,久里浜,10164,,10201,,10132,,10145,,10136,,10095,,,,,,,,,,,,,,,横浜,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4701,松前,10156,,10214,,10133,,10150,,10120,,10090,,,,,,,,,,,,,,,江差,,
4702,留萌港,10142,,10202,,10122,,10143,,10108,,10085,,,,,,,,,,,,,,,留萌,,
4703,江差港,10156,,10214,,10133,,10150,,10120,,10090,,,,,,,,,,,,,,,江差,,
4704,岩内港,10151,,10212,,10129,,10148,,10113,,10087,,,,,,,,,,,,,,,寿都,,
4705,沓形港,10142,,10197,,10113,,10136,,10106,,10084,,,,,,,,,,,,,,,稚内,,
4101,十勝港,10143,,10196,,10120,,10142,,10108,,10093,,,,,,,,,,,,,,,帯広,,
4102,羅臼漁港,10138,,10198,,10118,,10141,,10108,,10091,,,,,,,,,,,,,,,網走,,
4103,厚岸漁港,10137,,10194,,10119,,10145,,10113,,10100,,,,,,,,,,,,,,,釧路,,
4104,苫小牧東港,10148,,10206,,10126,,10150,,10116,,10095,40,,,,,,,,,,,,,,苫小牧,,
4105,苫小牧西港,10148,,10206,,10126,,10150,,10116,,10095,40,,,,,,,,,,,,,,苫小牧,,
4106,浦河港,10138,,10196,,10121,,10145,,10118,,10097,,,,,,,,,,,,,,,浦河,,
4107,室蘭港,10148,,10206,,10127,,10149,,10115,,10092,,,,,,,,,,,,,,,室蘭,,
4108,枝幸港,10143,,10198,,10115,,10137,,10107,,10087,,,,,,,,,,,,,,,北見枝幸,,
4109,紋別港,10140,,10198,,10117,,10139,,10108,,10088,,,,,,,,,,,,,,,紋別,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,,　　,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4201,鹿島,10160,,10198,,10131,,10147,,10140,,10099,,,,,,,,,,,,,,,銚子,,
4602,酒田港,10176,,10222,,10148,,10154,,10138,,10093,,,,,,,,,,,,,,,酒田,,
4603,新潟港西港,10187,,10228,,10155,,10154,,10140,,10094,,,,,,,,,,,,,,,新潟,,
4604,青森港,10160,,10214,,10136,,10150,,10123,,10090,,,,,,,,,,,,,,,青森,,
4605,金沢港,10202,,10229,,10165,,10148,,10139,,10093,,,,,,,,,,,,,,,金沢,,
4606,七尾港,10201,,10230,,10164,,10152,,10139,,10093,,,,,,,,,,,,,,,伏木,,
4607,伏木富山港,10201,,10230,,10164,,10152,,10139,,10093,,,,,,,,,,,,,,,伏木,,
4610,むつ小川原港,10153,,10209,,10130,,10149,,10120,,10092,,,,,,,,,,,,,,,むつ,,
4611,久慈港,10156,,10209,,10133,,10148,,10121,,10091,,,,,,,,,,,,,,,八戸,,
4612,仙台港,10164,,10209,,10138,,10152,,10135,,10098,,,,,,,,,,,,,,,石巻,,
4613,八戸港,10156,,10209,,10133,,10148,,10121,,10091,,,,,,,,,,,,,,,八戸,,
4413,宮崎港,10215,,10208,,10167,,10133,,10136,,10094,,,,,,,,,,,,,,,宮崎,,
4414,志布志港,10213,,10206,,10167,,10131,,10135,,10094,,,,,,,,,,,,,,,油津,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　,　2024年　月平均気圧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,単位　0.1hPa,　　,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4415,弟子待,10225,,10224,,10176,,10138,,10138,,10091,,,,,,,,,,,,,,,下関,,
4503,八代港,10229,,10214,,10176,,10130,,10133,,10090,,,,,,,,,,,,,,,熊本,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,沖縄総合事務局,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4502,平良港,10218,,10206,,10178,,10120,,10118,,10097,,,,,,,,,,,,,,,宮古島,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,県・他,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考,,
4601,直江津港,10193,,10230,,10158,,10150,,10138,,10092,,,,,,,,,,,,,,,高田,,
4608,能代港,10164,,10217,40,10140,,10151,,10126,,10088,,,,,,,,,,,,,,,深浦,,
4401,三崎港,10218,,10214,,10171,,10137,,10139,,10095,,,,,,,,,,,,,,,宇和島,,
4402,福山港,10219,,10227,,10173,,10142,,10142,,10095,,,,,,,,,,,,,,,福山,,
4609,津居山港,10213,,10233,,10171,,10147,,10143,,10094,,,,,,,,,,,,,,,豊岡,,
4403,明石港,10209,,10222,,10166,,10142,,10143,,10097,,,,,,,,,,,,,,,神戸,,
4404,東二見,10209,,10222,,10166,,10142,,10143,,10097,,,,,,,,,,,,,,,神戸,,
4405,姫路港,10212,,10226,,10169,,10143,,10143,,10096,,,,,,,,,,,,,,,姫路,,
4406,水島,10217,,10228,,10172,,10142,,10142,,10095,,,,,,,,,,,,,,,岡山,,
4407,甲浦,10200,,10205,,10158,,10138,,10138,,10096,,,,,,,,,,,,,,,室戸岬,,
4408,佐賀港,10207,,10205,,10164,,10135,,10137,,10096,,,,,,,,,,,,,,,清水,,
4409,御荘港,10207,,10205,,10164,,10135,,10137,,10096,,,,,,,,,,,,,,,清水,,
4411,今治港,10220,,10220,,10173,,10138,,10139,,10094,,,,,,,,,,,,,,,松山,,
4412,観音寺港,10219,,10227,,10173,,10142,,10142,,10095,,,,,,,,,,,,,,,福山,,
4801,大熊,10163,,10205,,10134,,10150,,10136,,10098,,,,,,,,,,,,,,,小名浜,,
4203,楢葉富岡,10163,,10205,,10134,,10150,,10136,,10098,,,,,,,,,,,,,,,小名浜,,
,,験潮場最寄りの気象官署（備考欄）における測定値です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄の数値は次のとおりです。（４０：準正常値。一部欠測　９：資料不足値。資料不測のため十分な信頼性がありません。）,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,太字は前月月報の変更箇所。,,,,,,,,,,,,,,,,,,,,,,,,,,,
